symbol,entry_time,exit_time,entry_price,exit_price,quantity,notional_value,pnl_dollar,pnl_pct,holding_period_hours,entry_cost,exit_cost,total_cost
ETCUSDT,2022-01-18T00:00:00.000000,2022-02-25T00:00:00.000000,32.634,27.969,1805.3830975250962,87925.29521929049,-37472.061381133266,-42.61806717586321,912.0,26.377588565787146,15.148427956403824,41.52601652219097
SOLUSDT,2022-02-01T00:00:00.000000,2022-02-26T00:00:00.000000,109.95,90.21,535.2486953414827,63771.14626894659,-15519.978241514149,-24.33699117789202,600.0,19.131343880683975,14.485435442026544,33.61677932271052
XRPUSDT,2022-01-22T00:00:00.000000,2022-02-26T00:00:00.000000,0.5962,0.7506,62224.15252806549,57872.58992923864,-11198.51445331772,-19.350290814719457,840.0,17.36177697877159,14.011634666269787,31.37341164504138
SOLBUSD,2022-02-01T00:00:00.000000,2022-02-27T00:00:00.000000,110.03,85.6,535.0690012853028,63771.1462689466,-18002.111674758373,-28.229242734381447,624.0,19.13134388068398,13.740571953006574,32.87191583369055
ETHBUSD,2022-02-02T00:00:00.000000,2022-02-27T00:00:00.000000,2679.98,2616.78,16.544925624286957,57363.43550761439,-14099.202392287585,-24.578727315619137,600.0,17.209030652284316,12.988329142536486,30.1973597948208
LUNAUSDT,2022-01-14T00:00:00.000000,2022-02-28T00:00:00.000000,81.441,91.287,1008.8757762556186,100000.0,-7960.386185849456,-7.960386185849455,1080.0,29.999999999999996,27.629172896113996,57.62917289611399
WAVESUSDT,2022-02-21T00:00:00.000000,2022-02-28T00:00:00.000000,8.529,16.241,5925.267368295984,50536.605384196446,45651.63128248482,90.33379059678744,168.0,15.160981615258933,28.86968019854852,44.030661813807455
BCHUSDT,2022-02-13T00:00:00.000000,2022-02-28T00:00:00.000000,333.51,338.85,150.31762229542042,65406.37927324922,-14506.155410122423,-22.178502420260628,360.0,19.621913781974765,15.280537894440963,34.90245167641573
ETHUSDT,2022-02-04T00:00:00.000000,2022-02-28T00:00:00.000000,2993.65,2920.1,16.54971022950805,67271.1268907173,-18978.997430250416,-28.21269437195843,576.0,20.18133806721519,14.498042652355936,34.67938071957113
ATOMUSDT,2022-01-16T00:00:00.000000,2022-02-28T00:00:00.000000,43.636,31.364,1679.6586708185748,98728.54532803714,-46093.15358444724,-46.68675450579905,1032.0,29.61856359841114,15.804244365466134,45.422807963877275
PEOPLEUSDT,2022-01-27T00:00:00.000000,2022-02-28T00:00:00.000000,0.05421,0.07034,659119.7292038857,59317.66680695614,-12986.889099322572,-21.893796230366245,768.0,17.79530004208684,13.908744525660394,31.704044567747232
DOTUSDT,2022-02-26T00:00:00.000000,2022-02-28T00:00:00.000000,18.019,18.923,2633.52010867818,47453.39883827212,2351.5159282886316,4.955421499528263,48.0,14.236019651481636,14.950230304955156,29.18624995643679
ETCUSDT,2022-01-18T00:00:00.000000,2022-02-28T00:00:00.000000,32.634,30.483,1643.2370260500077,87925.29521929049,-37875.90578105342,-43.07737117809937,984.0,26.377588565787146,15.027238279524713,41.40482684531186
UNIUSDT,2022-02-27T00:00:00.000000,2022-02-28T00:00:00.000000,9.765,10.521,4559.197954160012,44520.56802237252,3419.00728643554,7.679612903225802,24.0,13.356170406711755,14.390196502715245,27.746366909427
FILUSDT,2022-02-01T00:00:00.000000,2022-02-28T00:00:00.000000,20.871,21.679,2187.635399851237,63771.14626894659,-16378.757503802328,-25.683649208259528,648.0,19.131343880683975,14.227724350012487,33.359068230696465
