timestamp,cash,positions_value,total_value,pnl,pnl_pct,cumulative_costs,position_count
2022-01-01T23:45:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-02T23:45:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-03T23:50:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-04T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-05T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-06T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-07T23:40:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-08T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-09T23:40:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-10T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-11T23:45:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-12T23:45:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-13T23:45:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-14T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-15T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-16T23:50:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-17T23:40:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-18T23:50:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-19T23:50:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-20T23:40:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-21T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-22T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-23T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-24T23:45:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-25T23:50:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-26T23:45:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-27T23:00:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-28T23:40:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-29T23:30:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-30T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-01-31T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-01T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-02T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-03T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-04T23:50:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-05T23:50:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-06T23:30:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-07T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-08T23:35:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-09T23:50:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-10T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-11T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-12T23:55:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-13T23:50:00.000000,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0
2022-02-14T23:55:00.000000,-300.0,1000000.0,999700.0,-300.0,-0.03,300.0,2
2022-02-15T23:45:00.000000,-300.0,1062987.4025531546,1062687.4025531546,62687.40255315462,6.268740255315462,300.0,2
2022-02-16T23:40:00.000000,-300.0,1096103.9302960322,1095803.9302960322,95803.93029603222,9.580393029603222,300.0,2
2022-02-17T23:55:00.000000,-300.0,1091576.1237133727,1091276.1237133727,91276.12371337274,9.127612371337273,300.0,2
2022-02-18T23:55:00.000000,-300.0,1032997.4606912993,1032697.4606912993,32697.46069129929,3.2697460691299285,300.0,2
2022-02-19T23:25:00.000000,-300.0,983620.0259498584,983320.0259498584,-16679.974050141638,-1.6679974050141637,300.0,2
2022-02-20T23:15:00.000000,-300.0,946559.3195788669,946259.3195788669,-53740.68042113306,-5.374068042113306,300.0,2
2022-02-21T23:50:00.000000,943659.1337592532,0.0,943659.1337592532,-56340.86624074681,-5.634086624074681,583.2727219443593,0
2022-02-22T23:35:00.000000,943659.1337592532,0.0,943659.1337592532,-56340.86624074681,-5.634086624074681,583.2727219443593,0
2022-02-23T23:55:00.000000,943659.1337592532,0.0,943659.1337592532,-56340.86624074681,-5.634086624074681,583.2727219443593,0
2022-02-24T23:55:00.000000,943659.1337592532,0.0,943659.1337592532,-56340.86624074681,-5.634086624074681,583.2727219443593,0
2022-02-25T23:50:00.000000,943659.1337592532,0.0,943659.1337592532,-56340.86624074681,-5.634086624074681,583.2727219443593,0
2022-02-26T23:45:00.000000,943659.1337592532,0.0,943659.1337592532,-56340.86624074681,-5.634086624074681,583.2727219443593,0
